datetime,open,high,low,close,volume
2025-03-01,2237.59,2281.14,2142.73,2217.39,446430.7271
2025-03-02,2217.4,2550.58,2172.04,2518.11,1266684.7748
2025-03-03,2518.12,2523.56,2097.91,2149.01,1109565.2003
2025-03-04,2149.02,2221.88,1993.2,2171.51,1257822.3372
2025-03-05,2171.5,2273.51,2155.03,2241.59,687130.7897
2025-03-06,2241.59,2319.99,2176.9,2202.2,596908.3935
2025-03-07,2202.21,2258.47,2101.82,2141.6,782387.2606
2025-03-08,2141.6,2234.93,2105.06,2203.58,328793.0979
2025-03-09,2203.57,2212.0,1989.66,2020.41,601671.5882
2025-03-10,2020.43,2152.4,1810.01,1865.1,1248745.3514
2025-03-11,1865.11,1963.2,1754.28,1923.43,1171427.9995
2025-03-12,1923.42,1960.0,1829.72,1908.2,788739.6763
2025-03-13,1908.2,1923.09,1821.81,1864.59,569537.2622
2025-03-14,1864.59,1945.64,1861.31,1911.65,375805.7355
2025-03-15,1911.64,1957.19,1903.75,1937.17,209545.8675
2025-03-16,1937.18,1940.87,1860.38,1887.0,324766.6564
2025-03-17,1887.01,1952.4,1879.98,1926.31,334840.4877
2025-03-18,1926.3,1936.2,1872.31,1931.54,332896.0155
2025-03-19,1931.54,2069.9,1927.58,2056.06,691809.5034
2025-03-20,2056.05,2067.9,1952.17,1983.79,401518.9282
2025-03-21,1983.79,1996.73,1937.1,1965.75,262641.659
2025-03-22,1965.74,2006.61,1964.34,1980.69,170782.9574
2025-03-23,1980.68,2020.74,1976.81,2005.99,268707.5233
2025-03-24,2005.99,2104.11,1977.67,2081.2,477912.8154
2025-03-25,2081.2,2097.7,2037.08,2066.15,328765.3292
2025-03-26,2066.16,2079.21,1981.6,2009.52,428975.3286
2025-03-27,2009.52,2037.38,1987.06,2003.66,360634.8383
2025-03-28,2003.67,2015.93,1860.0,1896.9,626167.5832
2025-03-29,1896.9,1913.6,1797.2,1828.08,409769.7555
2025-03-30,1828.09,1849.01,1767.69,1807.74,327843.4476
2025-03-31,1807.74,1854.22,1776.75,1822.43,497854.9052
2025-04-01,1822.43,1927.9,1817.88,1904.98,452989.0974
2025-04-02,1904.98,1957.0,1781.53,1795.22,750840.7823
2025-04-03,1795.21,1845.26,1750.0,1817.23,508075.018
2025-04-04,1817.23,1835.68,1758.72,1816.87,572734.4702
2025-04-05,1816.88,1827.29,1764.39,1806.01,201716.2696
2025-04-06,1806.02,1817.0,1537.5,1580.76,979847.0958
2025-04-07,1580.77,1639.0,1411.01,1553.04,2168796.0067
2025-04-08,1553.04,1618.67,1441.3,1473.41,891846.1327
2025-04-09,1473.41,1689.0,1385.05,1669.51,1968530.9138
2025-04-10,1669.51,1669.85,1471.02,1522.25,911855.3934
2025-04-11,1522.24,1591.47,1504.63,1566.85,578484.3183
2025-04-12,1566.85,1669.59,1546.06,1644.18,501867.9033
2025-04-13,1644.19,1649.75,1562.01,1597.76,580136.6145
2025-04-14,1597.76,1691.5,1595.56,1623.77,645930.1419
2025-04-15,1623.78,1661.21,1583.12,1588.78,476178.8915
2025-04-16,1588.77,1613.66,1538.07,1577.14,611387.8686
2025-04-17,1577.15,1616.96,1563.2,1583.62,449870.3628
2025-04-18,1583.63,1600.64,1573.54,1588.6,200409.0359
2025-04-19,1588.6,1631.81,1585.01,1613.27,223096.3899
2025-04-20,1613.26,1619.19,1565.59,1587.36,276052.2306
2025-04-21,1587.36,1658.75,1564.07,1579.57,691486.6667
2025-04-22,1579.57,1778.0,1537.26,1756.26,1103036.9586
2025-04-23,1756.25,1834.86,1744.95,1795.07,887545.6316
2025-04-24,1795.08,1802.82,1722.9,1769.65,483465.0385
2025-04-25,1769.64,1827.32,1738.6,1784.6,595610.8894
2025-04-26,1784.6,1841.16,1778.94,1820.88,355068.0442
2025-04-27,1820.87,1857.47,1781.9,1791.29,340332.6435
2025-04-28,1791.29,1827.98,1744.71,1799.88,587269.743
2025-04-29,1799.88,1842.99,1780.47,1797.81,480456.3884
2025-04-30,1797.81,1816.8,1731.7,1793.61,473523.9877
2025-05-01,1793.62,1873.17,1792.52,1838.11,537198.7291
2025-05-02,1838.1,1871.0,1813.0,1842.2,410667.875
2025-05-03,1842.2,1848.6,1810.0,1833.52,213751.5979
2025-05-04,1833.52,1849.95,1803.0,1808.86,238254.3564
2025-05-05,1808.86,1833.55,1781.85,1820.19,342341.0078
2025-05-06,1820.19,1820.9,1752.0,1817.0,384584.2451
2025-05-07,1817.0,1850.0,1787.01,1811.11,456170.0705
2025-05-08,1811.11,2226.0,1808.71,2207.39,1473152.686
2025-05-09,2207.39,2490.77,2184.33,2345.04,1667041.0382
2025-05-10,2345.04,2600.0,2317.0,2583.23,979350.1606
2025-05-11,2583.22,2608.13,2435.51,2514.57,831584.3888
2025-05-12,2514.58,2624.0,2406.63,2495.47,1068680.9433
2025-05-13,2495.48,2738.5,2415.3,2679.71,1031355.6465
2025-05-14,2679.71,2725.99,2547.26,2609.74,830047.1122
2025-05-15,2609.75,2647.03,2476.03,2548.69,768954.0332
2025-05-16,2548.7,2649.31,2529.4,2537.12,605953.6919
2025-05-17,2537.13,2538.16,2446.42,2475.08,494333.2782
2025-05-18,2475.09,2587.61,2323.21,2497.78,810103.1851
2025-05-19,2497.78,2547.36,2348.38,2528.14,861747.523
2025-05-20,2528.14,2588.63,2442.4,2524.19,676989.1747
2025-05-21,2524.19,2615.95,2452.2,2550.99,1095890.2902
2025-05-22,2551.0,2692.99,2544.83,2664.82,852555.6669
2025-05-23,2664.83,2734.23,2498.3,2526.5,971442.4532
2025-05-24,2526.49,2575.85,2515.08,2530.4,257544.2344
2025-05-25,2530.41,2554.26,2463.0,2551.22,359890.0299
2025-05-26,2551.22,2599.0,2525.86,2563.7,362971.1182
2025-05-27,2563.7,2712.36,2509.46,2660.81,798430.8862
2025-05-28,2660.81,2689.14,2608.5,2681.6,560095.6833
2025-05-29,2681.61,2788.0,2619.05,2631.39,811567.2545
2025-05-30,2631.39,2649.23,2507.35,2531.34,763045.2564
2025-05-31,2531.35,2550.34,2475.33,2528.06,394537.2521
2025-06-01,2528.06,2547.79,2468.56,2539.21,332021.7088
2025-06-02,2539.2,2615.0,2475.0,2607.41,468889.9737
2025-06-03,2607.42,2655.38,2575.0,2593.36,454383.0439
2025-06-04,2593.35,2679.88,2583.5,2607.68,502494.8214
2025-06-05,2607.68,2640.86,2391.66,2414.01,808938.0344
2025-06-06,2414.02,2531.36,2381.49,2476.1,578843.4974
2025-06-07,2476.1,2544.36,2457.0,2524.63,264787.6743
2025-06-08,2524.64,2548.63,2490.58,2509.83,266474.7139
2025-06-09,2509.84,2693.99,2477.73,2680.13,568726.3025
2025-06-10,2680.13,2827.0,2655.61,2816.4,1138405.4775
2025-06-11,2816.41,2879.22,2743.75,2771.61,850210.9324
2025-06-12,2771.6,2784.83,2616.24,2642.65,699593.3757
2025-06-13,2642.66,2645.45,2436.98,2579.19,1202176.2972
2025-06-14,2579.19,2579.43,2488.72,2530.76,331438.9278
2025-06-15,2530.77,2559.51,2492.0,2547.61,299701.6624
2025-06-16,2547.62,2680.34,2514.85,2544.17,680429.988
2025-06-17,2544.17,2618.6,2453.8,2509.95,715930.4081
2025-06-18,2509.95,2548.42,2465.78,2525.0,504532.1818
2025-06-19,2525.0,2546.91,2485.03,2521.12,252646.059
2025-06-20,2521.13,2569.0,2367.36,2406.49,632027.8235
2025-06-21,2406.49,2448.8,2216.0,2295.73,496783.864
2025-06-22,2295.72,2314.48,2111.89,2227.7,840155.8295
2025-06-23,2227.7,2438.68,2188.0,2411.66,744583.8003
2025-06-24,2411.66,2482.04,2376.11,2448.45,516760.6621
2025-06-25,2448.46,2468.69,2389.69,2418.49,414894.7387
2025-06-26,2418.5,2520.92,2394.32,2415.96,463704.0261
2025-06-27,2415.96,2463.54,2382.53,2423.17,381474.766
2025-06-28,2423.17,2447.8,2405.81,2435.62,155814.9859
2025-06-29,2435.62,2525.0,2412.0,2500.09,284291.8057
2025-06-30,2500.09,2524.3,2431.0,2485.47,440455.714
2025-07-01,2485.47,2500.8,2386.52,2405.01,351951.0868
2025-07-02,2405.01,2619.28,2373.0,2570.41,634967.0337
2025-07-03,2570.41,2635.5,2556.12,2591.25,504943.6592
2025-07-04,2591.26,2603.17,2474.24,2508.04,452593.02
2025-07-05,2508.04,2529.81,2487.95,2516.41,157198.0958
2025-07-06,2516.42,2605.0,2503.5,2570.35,277593.6319
2025-07-07,2570.35,2590.57,2512.0,2542.29,315707.5272
2025-07-08,2542.3,2628.21,2523.59,2615.25,370915.7321
2025-07-09,2615.25,2795.74,2589.78,2768.74,686119.3772
2025-07-10,2768.74,3000.0,2755.5,2951.29,951896.07
2025-07-11,2951.29,3040.15,2913.75,2958.22,906839.1689
2025-07-12,2958.21,2979.78,2903.85,2943.28,348884.8877
2025-07-13,2943.29,3020.31,2936.49,2972.03,357333.5016
2025-07-14,2972.03,3083.0,2962.81,3013.62,815552.6496
2025-07-15,3013.61,3144.14,2932.46,3137.89,863583.7377
2025-07-16,3137.9,3425.0,3101.0,3371.35,1135950.5831
2025-07-17,3371.35,3523.44,3310.77,3476.87,974065.8264
2025-07-18,3476.88,3673.84,3458.68,3579.77,943055.3089
